timestamp,aoa_deg,algo,mode
2026-04-07T04:13:39.237008,104.2,ROOTMUSIC,FPGA
2026-04-07T04:13:39.946999,101.8,ROOTMUSIC,FPGA
2026-04-07T04:13:40.637259,88.4,ROOTMUSIC,FPGA
2026-04-07T04:13:41.327250,64.1,ROOTMUSIC,FPGA
2026-04-07T04:13:42.029060,140.0,ROOTMUSIC,FPGA
2026-04-07T04:13:42.707395,127.0,ROOTMUSIC,FPGA
2026-04-07T04:13:43.407433,129.4,ROOTMUSIC,FPGA
2026-04-07T04:13:44.097015,27.7,ROOTMUSIC,FPGA
2026-04-07T04:13:44.786940,122.4,ROOTMUSIC,FPGA
2026-04-07T04:13:45.465858,99.1,ROOTMUSIC,FPGA
2026-04-07T04:13:46.176999,13.1,ROOTMUSIC,FPGA
2026-04-07T04:13:46.849726,94.4,ROOTMUSIC,FPGA
2026-04-07T04:13:47.557226,89.0,ROOTMUSIC,FPGA
2026-04-07T04:13:48.257294,82.6,ROOTMUSIC,FPGA
2026-04-07T04:13:48.928879,76.0,ROOTMUSIC,FPGA
2026-04-07T04:13:49.637415,42.5,ROOTMUSIC,FPGA
2026-04-07T04:13:50.326902,44.4,ROOTMUSIC,FPGA
2026-04-07T04:13:51.017159,47.2,ROOTMUSIC,FPGA
2026-04-07T04:13:51.706954,41.5,ROOTMUSIC,FPGA
2026-04-07T04:13:52.407105,42.6,ROOTMUSIC,FPGA
2026-04-07T04:13:53.097313,42.2,ROOTMUSIC,FPGA
2026-04-07T04:13:53.787272,45.4,ROOTMUSIC,FPGA
2026-04-07T04:13:54.487314,40.1,ROOTMUSIC,FPGA
2026-04-07T04:13:55.177870,43.0,ROOTMUSIC,FPGA
2026-04-07T04:13:55.858290,44.0,ROOTMUSIC,FPGA
2026-04-07T04:13:56.557030,44.9,ROOTMUSIC,FPGA
2026-04-07T04:13:57.236526,43.2,ROOTMUSIC,FPGA
2026-04-07T04:13:57.937180,41.8,ROOTMUSIC,FPGA
2026-04-07T04:13:58.636994,39.4,ROOTMUSIC,FPGA
2026-04-07T04:13:59.327298,46.0,ROOTMUSIC,FPGA
2026-04-07T04:14:00.011739,45.1,ROOTMUSIC,FPGA
2026-04-07T04:14:00.707380,42.2,ROOTMUSIC,FPGA
2026-04-07T04:14:01.392748,42.1,ROOTMUSIC,FPGA
2026-04-07T04:14:02.085863,38.2,ROOTMUSIC,FPGA
2026-04-07T04:14:02.797192,36.5,ROOTMUSIC,FPGA
2026-04-07T04:14:03.477135,35.5,ROOTMUSIC,FPGA
2026-04-07T04:14:04.168726,40.9,ROOTMUSIC,FPGA
2026-04-07T04:14:04.867004,43.7,ROOTMUSIC,FPGA
2026-04-07T04:14:05.576582,46.5,ROOTMUSIC,FPGA
2026-04-07T04:14:06.257440,41.7,ROOTMUSIC,FPGA
2026-04-07T04:14:06.937395,47.4,ROOTMUSIC,FPGA
2026-04-07T04:14:07.626500,39.0,ROOTMUSIC,FPGA
2026-04-07T04:14:08.328833,42.5,ROOTMUSIC,FPGA
2026-04-07T04:14:09.017029,42.0,ROOTMUSIC,FPGA
2026-04-07T04:14:09.702209,46.1,ROOTMUSIC,FPGA
2026-04-07T04:14:10.407540,44.9,ROOTMUSIC,FPGA
2026-04-07T04:14:11.102884,48.4,ROOTMUSIC,FPGA
2026-04-07T04:14:11.787283,42.0,ROOTMUSIC,FPGA
2026-04-07T04:14:12.487441,39.2,ROOTMUSIC,FPGA
2026-04-07T04:14:13.177324,48.0,ROOTMUSIC,FPGA
2026-04-07T04:14:13.857297,49.0,ROOTMUSIC,FPGA
2026-04-07T04:14:14.558899,48.2,ROOTMUSIC,FPGA
2026-04-07T04:14:15.246994,46.6,ROOTMUSIC,FPGA
2026-04-07T04:14:15.937141,49.3,ROOTMUSIC,FPGA
2026-04-07T04:14:16.620091,49.1,ROOTMUSIC,FPGA
2026-04-07T04:14:17.317618,48.7,ROOTMUSIC,FPGA
2026-04-07T04:14:18.005482,47.4,ROOTMUSIC,FPGA
2026-04-07T04:14:18.707245,48.5,ROOTMUSIC,FPGA
2026-04-07T04:14:19.386869,49.5,ROOTMUSIC,FPGA
2026-04-07T04:14:20.108860,31.5,ROOTMUSIC,FPGA
2026-04-07T04:14:20.768595,31.1,ROOTMUSIC,FPGA
2026-04-07T04:14:21.477019,31.9,ROOTMUSIC,FPGA
2026-04-07T04:14:22.162409,32.4,ROOTMUSIC,FPGA
2026-04-07T04:14:22.861974,37.1,ROOTMUSIC,FPGA
2026-04-07T04:14:23.546676,41.8,ROOTMUSIC,FPGA
2026-04-07T04:14:24.247100,47.6,ROOTMUSIC,FPGA
2026-04-07T04:14:24.937388,43.0,ROOTMUSIC,FPGA
2026-04-07T04:14:25.637331,104.8,ROOTMUSIC,FPGA
2026-04-07T04:14:26.327126,99.6,ROOTMUSIC,FPGA
2026-04-07T04:14:26.998591,65.5,ROOTMUSIC,FPGA
2026-04-07T04:14:27.695706,78.9,ROOTMUSIC,FPGA
2026-04-07T04:14:28.394002,79.4,ROOTMUSIC,FPGA
