timestamp,aoa_deg,algo,mode
2026-04-07T04:14:47.837972,119.5,ROOTMUSIC,ARM
2026-04-07T04:14:47.998167,115.6,ROOTMUSIC,ARM
2026-04-07T04:14:48.174010,119.1,ROOTMUSIC,ARM
2026-04-07T04:14:48.337066,120.9,ROOTMUSIC,ARM
2026-04-07T04:14:48.507326,116.5,ROOTMUSIC,ARM
2026-04-07T04:14:48.667080,118.8,ROOTMUSIC,ARM
2026-04-07T04:14:48.836833,121.3,ROOTMUSIC,ARM
2026-04-07T04:14:49.017336,116.1,ROOTMUSIC,ARM
2026-04-07T04:14:49.187391,119.1,ROOTMUSIC,ARM
2026-04-07T04:14:49.347315,118.6,ROOTMUSIC,ARM
2026-04-07T04:14:49.527121,113.2,ROOTMUSIC,ARM
2026-04-07T04:14:49.687319,120.1,ROOTMUSIC,ARM
2026-04-07T04:14:49.857300,115.5,ROOTMUSIC,ARM
2026-04-07T04:14:50.027386,119.2,ROOTMUSIC,ARM
2026-04-07T04:14:50.185204,120.9,ROOTMUSIC,ARM
2026-04-07T04:14:50.357046,116.0,ROOTMUSIC,ARM
2026-04-07T04:14:50.537244,118.7,ROOTMUSIC,ARM
2026-04-07T04:14:50.679564,120.4,ROOTMUSIC,ARM
2026-04-07T04:14:50.857364,116.0,ROOTMUSIC,ARM
2026-04-07T04:14:51.027347,118.8,ROOTMUSIC,ARM
2026-04-07T04:14:51.185552,121.1,ROOTMUSIC,ARM
2026-04-07T04:14:51.377077,117.2,ROOTMUSIC,ARM
2026-04-07T04:14:51.537059,121.2,ROOTMUSIC,ARM
2026-04-07T04:14:51.696984,114.5,ROOTMUSIC,ARM
2026-04-07T04:14:51.867005,119.3,ROOTMUSIC,ARM
2026-04-07T04:14:52.025609,120.8,ROOTMUSIC,ARM
2026-04-07T04:14:52.206978,115.2,ROOTMUSIC,ARM
2026-04-07T04:14:52.359046,118.5,ROOTMUSIC,ARM
2026-04-07T04:14:52.537036,120.4,ROOTMUSIC,ARM
2026-04-07T04:14:52.694797,115.4,ROOTMUSIC,ARM
2026-04-07T04:14:52.861615,118.7,ROOTMUSIC,ARM
2026-04-07T04:14:53.029387,120.2,ROOTMUSIC,ARM
2026-04-07T04:14:53.217690,114.5,ROOTMUSIC,ARM
2026-04-07T04:14:53.386990,117.5,ROOTMUSIC,ARM
2026-04-07T04:14:53.534087,117.8,ROOTMUSIC,ARM
2026-04-07T04:14:53.705605,117.1,ROOTMUSIC,ARM
2026-04-07T04:14:53.887340,119.9,ROOTMUSIC,ARM
2026-04-07T04:14:54.057439,114.3,ROOTMUSIC,ARM
2026-04-07T04:14:54.227367,118.1,ROOTMUSIC,ARM
2026-04-07T04:14:54.375270,119.2,ROOTMUSIC,ARM
2026-04-07T04:14:54.557310,112.8,ROOTMUSIC,ARM
2026-04-07T04:14:54.727348,116.7,ROOTMUSIC,ARM
2026-04-07T04:14:54.897369,119.5,ROOTMUSIC,ARM
2026-04-07T04:14:55.045882,114.9,ROOTMUSIC,ARM
2026-04-07T04:14:55.227324,118.2,ROOTMUSIC,ARM
2026-04-07T04:14:55.397326,120.7,ROOTMUSIC,ARM
2026-04-07T04:14:55.567317,115.6,ROOTMUSIC,ARM
2026-04-07T04:14:55.737253,119.2,ROOTMUSIC,ARM
2026-04-07T04:14:55.897307,113.3,ROOTMUSIC,ARM
2026-04-07T04:14:56.067023,116.9,ROOTMUSIC,ARM
