timestamp,aoa_deg,algo,mode
2018-03-09T17:13:22.811448,91.1,ROOTMUSIC,ARM
2018-03-09T17:13:22.980273,114.4,ROOTMUSIC,ARM
2018-03-09T17:13:23.148035,66.7,ROOTMUSIC,ARM
2018-03-09T17:13:23.315906,69.6,ROOTMUSIC,ARM
2018-03-09T17:13:23.482074,116.3,ROOTMUSIC,ARM
2018-03-09T17:13:23.649077,67.0,ROOTMUSIC,ARM
2018-03-09T17:13:23.817025,114.7,ROOTMUSIC,ARM
2018-03-09T17:13:23.985883,116.3,ROOTMUSIC,ARM
2018-03-09T17:13:24.155391,113.7,ROOTMUSIC,ARM
2018-03-09T17:13:24.321219,69.7,ROOTMUSIC,ARM
2018-03-09T17:13:24.488651,116.6,ROOTMUSIC,ARM
2018-03-09T17:13:24.657100,113.7,ROOTMUSIC,ARM
2018-03-09T17:13:24.825044,66.3,ROOTMUSIC,ARM
2018-03-09T17:13:24.992565,66.1,ROOTMUSIC,ARM
2018-03-09T17:13:25.160417,64.4,ROOTMUSIC,ARM
2018-03-09T17:13:25.328408,117.9,ROOTMUSIC,ARM
2018-03-09T17:13:25.496279,69.1,ROOTMUSIC,ARM
2018-03-09T17:13:25.664637,116.3,ROOTMUSIC,ARM
2018-03-09T17:13:25.832406,68.3,ROOTMUSIC,ARM
2018-03-09T17:13:26.000397,71.3,ROOTMUSIC,ARM
2018-03-09T17:13:26.168504,71.0,ROOTMUSIC,ARM
2018-03-09T17:13:26.337240,72.4,ROOTMUSIC,ARM
2018-03-09T17:13:26.504068,107.4,ROOTMUSIC,ARM
2018-03-09T17:13:26.672149,116.6,ROOTMUSIC,ARM
2018-03-09T17:13:26.841102,116.5,ROOTMUSIC,ARM
2018-03-09T17:13:27.008210,110.8,ROOTMUSIC,ARM
2018-03-09T17:13:27.178537,85.8,ROOTMUSIC,ARM
2018-03-09T17:13:27.344009,73.3,ROOTMUSIC,ARM
2018-03-09T17:13:27.511713,68.6,ROOTMUSIC,ARM
2018-03-09T17:13:27.679738,117.5,ROOTMUSIC,ARM
2018-03-09T17:13:27.850149,112.8,ROOTMUSIC,ARM
2018-03-09T17:13:28.016579,114.5,ROOTMUSIC,ARM
2018-03-09T17:13:28.183509,115.5,ROOTMUSIC,ARM
2018-03-09T17:13:28.351554,110.2,ROOTMUSIC,ARM
2018-03-09T17:13:28.519393,112.4,ROOTMUSIC,ARM
2018-03-09T17:13:28.688303,113.4,ROOTMUSIC,ARM
2018-03-09T17:13:28.856193,109.7,ROOTMUSIC,ARM
2018-03-09T17:13:29.025943,111.6,ROOTMUSIC,ARM
2018-03-09T17:13:29.193778,113.1,ROOTMUSIC,ARM
2018-03-09T17:13:29.359748,107.8,ROOTMUSIC,ARM
2018-03-09T17:13:29.529572,113.1,ROOTMUSIC,ARM
2018-03-09T17:13:29.697524,107.7,ROOTMUSIC,ARM
2018-03-09T17:13:29.863920,110.9,ROOTMUSIC,ARM
2018-03-09T17:13:30.031543,113.7,ROOTMUSIC,ARM
2018-03-09T17:13:30.198436,108.3,ROOTMUSIC,ARM
2018-03-09T17:13:30.366547,109.4,ROOTMUSIC,ARM
2018-03-09T17:13:30.535531,113.3,ROOTMUSIC,ARM
2018-03-09T17:13:30.702454,108.7,ROOTMUSIC,ARM
2018-03-09T17:13:30.870483,110.0,ROOTMUSIC,ARM
2018-03-09T17:13:31.041109,111.7,ROOTMUSIC,ARM
2018-03-09T17:13:31.207221,106.8,ROOTMUSIC,ARM
2018-03-09T17:13:31.374332,73.9,ROOTMUSIC,ARM
2018-03-09T17:13:31.544768,83.5,ROOTMUSIC,ARM
2018-03-09T17:13:31.709915,109.4,ROOTMUSIC,ARM
2018-03-09T17:13:31.877627,67.0,ROOTMUSIC,ARM
2018-03-09T17:13:32.045988,71.5,ROOTMUSIC,ARM
2018-03-09T17:13:32.214271,69.3,ROOTMUSIC,ARM
2018-03-09T17:13:32.382138,75.4,ROOTMUSIC,ARM
2018-03-09T17:13:32.551200,109.0,ROOTMUSIC,ARM
2018-03-09T17:13:32.717843,80.0,ROOTMUSIC,ARM
2018-03-09T17:13:32.886725,70.7,ROOTMUSIC,ARM
2018-03-09T17:13:33.053714,109.2,ROOTMUSIC,ARM
2018-03-09T17:13:33.222447,110.5,ROOTMUSIC,ARM
2018-03-09T17:13:33.389846,81.0,ROOTMUSIC,ARM
2018-03-09T17:13:33.557211,69.0,ROOTMUSIC,ARM
2018-03-09T17:13:33.725339,113.2,ROOTMUSIC,ARM
2018-03-09T17:13:33.893806,72.1,ROOTMUSIC,ARM
2018-03-09T17:13:34.062490,76.0,ROOTMUSIC,ARM
2018-03-09T17:13:34.229152,66.0,ROOTMUSIC,ARM
2018-03-09T17:13:34.398054,67.7,ROOTMUSIC,ARM
2018-03-09T17:13:34.567152,79.7,ROOTMUSIC,ARM
2018-03-09T17:13:34.733166,64.5,ROOTMUSIC,ARM
2018-03-09T17:13:34.902131,78.9,ROOTMUSIC,ARM
2018-03-09T17:13:35.071323,77.7,ROOTMUSIC,ARM
2018-03-09T17:13:35.239636,66.7,ROOTMUSIC,ARM
