timestamp,aoa_deg,algo,mode
2018-03-09T17:08:33.065070,158.7,ROOTMUSIC,FPGA
2018-03-09T17:08:33.609931,12.9,ROOTMUSIC,FPGA
2018-03-09T17:08:34.135307,11.8,ROOTMUSIC,FPGA
2018-03-09T17:08:34.666729,7.5,ROOTMUSIC,FPGA
2018-03-09T17:08:35.194177,7.6,ROOTMUSIC,FPGA
2018-03-09T17:08:35.721318,177.7,ROOTMUSIC,FPGA
2018-03-09T17:08:36.251721,21.3,ROOTMUSIC,FPGA
2018-03-09T17:08:36.780498,50.4,ROOTMUSIC,FPGA
2018-03-09T17:08:37.307797,52.9,ROOTMUSIC,FPGA
2018-03-09T17:08:37.834988,57.9,ROOTMUSIC,FPGA
2018-03-09T17:08:38.361011,55.7,ROOTMUSIC,FPGA
2018-03-09T17:08:38.893736,55.0,ROOTMUSIC,FPGA
2018-03-09T17:08:39.421187,56.0,ROOTMUSIC,FPGA
2018-03-09T17:08:39.948007,45.7,ROOTMUSIC,FPGA
2018-03-09T17:08:40.477222,152.8,ROOTMUSIC,FPGA
2018-03-09T17:08:41.005500,147.9,ROOTMUSIC,FPGA
2018-03-09T17:08:41.535271,146.8,ROOTMUSIC,FPGA
2018-03-09T17:08:42.061207,155.7,ROOTMUSIC,FPGA
2018-03-09T17:08:42.605905,12.0,ROOTMUSIC,FPGA
2018-03-09T17:08:43.149488,18.1,ROOTMUSIC,FPGA
2018-03-09T17:08:43.678345,43.8,ROOTMUSIC,FPGA
2018-03-09T17:08:44.207785,49.9,ROOTMUSIC,FPGA
2018-03-09T17:08:44.737300,46.9,ROOTMUSIC,FPGA
2018-03-09T17:08:45.266379,51.0,ROOTMUSIC,FPGA
2018-03-09T17:08:45.794473,49.7,ROOTMUSIC,FPGA
2018-03-09T17:08:46.318708,38.2,ROOTMUSIC,FPGA
2018-03-09T17:08:46.851644,20.5,ROOTMUSIC,FPGA
2018-03-09T17:08:47.380604,19.0,ROOTMUSIC,FPGA
2018-03-09T17:08:47.909211,28.0,ROOTMUSIC,FPGA
2018-03-09T17:08:48.438763,25.8,ROOTMUSIC,FPGA
2018-03-09T17:08:48.964088,37.8,ROOTMUSIC,FPGA
