timestamp,aoa_deg,algo,mode
2018-03-09T18:16:54.447973,167.0,MUSIC,FPGA
2018-03-09T18:16:55.096246,11.0,MUSIC,FPGA
2018-03-09T18:16:55.719986,23.0,MUSIC,FPGA
2018-03-09T18:16:56.345763,37.0,MUSIC,FPGA
2018-03-09T18:16:56.978526,36.0,MUSIC,FPGA
2018-03-09T18:16:57.632571,31.0,MUSIC,FPGA
2018-03-09T18:16:58.260204,29.0,MUSIC,FPGA
2018-03-09T18:16:58.886876,39.0,MUSIC,FPGA
2018-03-09T18:16:59.515461,30.0,MUSIC,FPGA
2018-03-09T18:17:00.137337,32.0,MUSIC,FPGA
2018-03-09T18:17:00.768609,32.0,MUSIC,FPGA
2018-03-09T18:17:01.425803,25.0,MUSIC,FPGA
2018-03-09T18:17:02.055320,29.0,MUSIC,FPGA
2018-03-09T18:17:02.678867,36.0,MUSIC,FPGA
2018-03-09T18:17:03.305255,35.0,MUSIC,FPGA
2018-03-09T18:17:03.934396,50.0,MUSIC,FPGA
2018-03-09T18:17:04.594210,54.0,MUSIC,FPGA
2018-03-09T18:17:05.251088,39.0,MUSIC,FPGA
2018-03-09T18:17:05.877696,38.0,MUSIC,FPGA
2018-03-09T18:17:06.505399,129.0,MUSIC,FPGA
2018-03-09T18:17:07.132343,157.0,MUSIC,FPGA
2018-03-09T18:17:07.761969,39.0,MUSIC,FPGA
2018-03-09T18:17:08.417340,54.0,MUSIC,FPGA
2018-03-09T18:17:09.047158,61.0,MUSIC,FPGA
2018-03-09T18:17:09.701180,156.0,MUSIC,FPGA
2018-03-09T18:17:10.331134,33.0,MUSIC,FPGA
2018-03-09T18:17:10.991144,64.0,MUSIC,FPGA
2018-03-09T18:17:11.650246,55.0,MUSIC,FPGA
2018-03-09T18:17:12.280765,49.0,MUSIC,FPGA
2018-03-09T18:17:12.938373,65.0,MUSIC,FPGA
2018-03-09T18:17:13.564897,98.0,MUSIC,FPGA
2018-03-09T18:17:14.191118,128.0,MUSIC,FPGA
2018-03-09T18:17:14.817246,125.0,MUSIC,FPGA
2018-03-09T18:17:15.476688,122.0,MUSIC,FPGA
2018-03-09T18:17:16.136457,113.0,MUSIC,FPGA
2018-03-09T18:17:16.797228,122.0,MUSIC,FPGA
2018-03-09T18:17:17.454979,119.0,MUSIC,FPGA
2018-03-09T18:17:18.115031,118.0,MUSIC,FPGA
2018-03-09T18:17:18.741536,115.0,MUSIC,FPGA
2018-03-09T18:17:19.401126,89.0,MUSIC,FPGA
2018-03-09T18:17:20.061239,111.0,MUSIC,FPGA
2018-03-09T18:17:20.687848,89.0,MUSIC,FPGA
2018-03-09T18:17:21.313139,94.0,MUSIC,FPGA
2018-03-09T18:17:21.971406,118.0,MUSIC,FPGA
2018-03-09T18:17:22.601202,120.0,MUSIC,FPGA
2018-03-09T18:17:23.260130,123.0,MUSIC,FPGA
2018-03-09T18:17:23.884029,113.0,MUSIC,FPGA
2018-03-09T18:17:24.510913,112.0,MUSIC,FPGA
2018-03-09T18:17:25.137533,86.0,MUSIC,FPGA
2018-03-09T18:17:25.766756,52.0,MUSIC,FPGA
2018-03-09T18:17:26.393667,132.0,MUSIC,FPGA
2018-03-09T18:17:27.015783,86.0,MUSIC,FPGA
2018-03-09T18:17:27.646169,92.0,MUSIC,FPGA
2018-03-09T18:17:28.272034,93.0,MUSIC,FPGA
2018-03-09T18:17:28.928822,85.0,MUSIC,FPGA
2018-03-09T18:17:29.555294,126.0,MUSIC,FPGA
2018-03-09T18:17:30.184981,118.0,MUSIC,FPGA
2018-03-09T18:17:30.842069,115.0,MUSIC,FPGA
2018-03-09T18:17:31.467838,114.0,MUSIC,FPGA
2018-03-09T18:17:32.096701,123.0,MUSIC,FPGA
2018-03-09T18:17:32.723541,148.0,MUSIC,FPGA
2018-03-09T18:17:33.347476,52.0,MUSIC,FPGA
2018-03-09T18:17:33.976577,9.0,MUSIC,FPGA
2018-03-09T18:17:34.605951,156.0,MUSIC,FPGA
2018-03-09T18:17:35.264812,17.0,MUSIC,FPGA
2018-03-09T18:17:35.891124,46.0,MUSIC,FPGA
2018-03-09T18:17:36.548862,138.0,MUSIC,FPGA
2018-03-09T18:17:37.176862,142.0,MUSIC,FPGA
2018-03-09T18:17:37.837017,148.0,MUSIC,FPGA
2018-03-09T18:17:38.463661,151.0,MUSIC,FPGA
2018-03-09T18:17:39.119070,151.0,MUSIC,FPGA
2018-03-09T18:17:39.747094,162.0,MUSIC,FPGA
2018-03-09T18:17:40.374700,46.0,MUSIC,FPGA
2018-03-09T18:17:41.000283,19.0,MUSIC,FPGA
2018-03-09T18:17:41.628730,65.0,MUSIC,FPGA
2018-03-09T18:17:42.256982,67.0,MUSIC,FPGA
2018-03-09T18:17:42.915820,29.0,MUSIC,FPGA
2018-03-09T18:17:43.571408,158.0,MUSIC,FPGA
2018-03-09T18:17:44.201101,144.0,MUSIC,FPGA
2018-03-09T18:17:44.826911,142.0,MUSIC,FPGA
2018-03-09T18:17:45.453350,144.0,MUSIC,FPGA
2018-03-09T18:17:46.110799,143.0,MUSIC,FPGA
2018-03-09T18:17:46.740877,149.0,MUSIC,FPGA
