filename,mode,algo,group,true_angle_deg,calibration_deg,source,n_total,n_used,mean_deg,median_deg,std_deg,mad_deg,bias_deg,mean_folded_deg,std_folded_deg,mad_folded_deg,bias_folded_deg
aoa_ARM_ROOTMUSIC_20180309_171310.csv,ARM,ROOTMUSIC,rootmusic_pair_90deg,90.0,,yaml,344,338,93.92662721893493,108.2,19.685223212423487,5.75,3.926627218934925,70.35384615384616,3.9818952289385168,2.25,-19.646153846153837
aoa_FPGA_ROOTMUSIC_20180309_171428.csv,FPGA,ROOTMUSIC,rootmusic_pair_90deg,90.0,,yaml,102,100,99.04400000000001,94.94999999999999,13.462648065269065,11.000000000000014,9.044000000000011,77.30999999999999,10.059836133372306,6.04999999999999,-12.690000000000012
aoa_ARM_MUSIC_20180309_181138.csv,ARM,MUSIC,music_pair_90deg,90.0,,yaml,1038,1034,100.20599613152805,116.0,47.14521163881357,31.0,10.205996131528053,45.3394584139265,18.177990854252865,13.0,-44.6605415860735
aoa_FPGA_MUSIC_20180309_181642.csv,FPGA,MUSIC,music_pair_90deg,90.0,,yaml,273,271,86.54612546125462,77.0,37.88379764254421,31.0,-3.4538745387453815,56.398523985239855,17.717637102051114,11.0,-33.601476014760145
