group,algo,true_angle_deg,arm_mean_raw,fpga_mean_raw,arm_std_raw,fpga_std_raw,arm_mean_folded,fpga_mean_folded,arm_std_folded,fpga_std_folded,delta_mean_folded,spread_ratio_folded
rootmusic_pair_90deg,ROOTMUSIC,90.0,93.92662721893493,99.04400000000001,19.685223212423487,13.462648065269065,70.35384615384616,77.30999999999999,3.9818952289385168,10.059836133372306,6.956153846153825,2.5263939794955457
music_pair_90deg,MUSIC,90.0,100.20599613152805,86.54612546125462,47.14521163881357,37.88379764254421,45.3394584139265,56.398523985239855,18.177990854252865,17.717637102051114,11.059065571313354,0.974675212684792
