66.4
19.8
20.8
65.0
65.0
64.7
64.7
65.7
67.2
66.9
66.8
66.1
64.9
63.9
64.4
64.3
63.8
64.3
63.5
63.2
62.4
63.6
65.8
63.6
61.8
62.4
63.3
63.6
64.6
61.8
61.1
61.5
60.6
60.8
61.0
60.7
60.5
60.1
60.9
62.5
62.4
62.2
61.9
62.3
62.1
61.9
62.0
62.2
61.1
62.1
63.0
63.0
62.6
63.0
63.1
63.2
62.9
63.5
63.2
62.9
62.6
63.0
62.9
62.9
62.9
62.7
62.9
62.9
63.4
63.1
62.7
62.9
63.0
62.8
62.8
62.9
63.0
62.5
63.0
