# baseband_freq_hz,power_dbfs_per_hz
-468261.7,-88.202
-468139.6,-87.529
-468017.6,-87.918
-467895.5,-83.725
-467773.4,-86.773
-467651.4,-88.123
-467529.3,-89.111
-467407.2,-87.403
-467285.2,-86.745
-467163.1,-84.632
-467041.0,-89.412
-466918.9,-83.651
-466796.9,-83.399
-466674.8,-85.368
-466552.7,-89.229
-466430.7,-84.359
-466308.6,-83.100
-466186.5,-86.390
-466064.5,-88.306
-465942.4,-83.408
-465820.3,-89.716
-465698.2,-84.472
-465576.2,-88.685
-465454.1,-86.455
-465332.0,-88.202
-465210.0,-82.223
-465087.9,-85.113
-464965.8,-89.278
-464843.8,-83.171
-464721.7,-82.182
-464599.6,-81.137
-464477.5,-83.528
-464355.5,-84.100
-464233.4,-85.820
-464111.3,-87.873
-463989.3,-86.160
-463867.2,-83.588
-463745.1,-83.557
-463623.0,-86.008
-463501.0,-88.763
-463378.9,-86.244
-463256.8,-85.366
-463134.8,-82.666
-463012.7,-85.208
-462890.6,-88.283
-462768.6,-89.118
-462646.5,-87.211
-462524.4,-88.228
-462402.3,-89.815
-462280.3,-90.529
-462158.2,-85.122
-462036.1,-82.971
-461914.1,-86.014
-461792.0,-90.562
-461669.9,-82.429
-461547.9,-83.022
-461425.8,-85.445
-461303.7,-87.557
-461181.6,-80.772
-461059.6,-87.370
-460937.5,-87.047
-460815.4,-88.323
-460693.4,-86.057
-460571.3,-85.368
-460449.2,-82.389
-460327.1,-82.437
-460205.1,-84.839
-460083.0,-88.356
-459960.9,-88.601
-459838.9,-83.198
-459716.8,-85.277
-459594.7,-84.401
-459472.7,-84.411
-459350.6,-88.666
-459228.5,-90.500
-459106.4,-82.993
-458984.4,-84.453
-458862.3,-84.646
-458740.2,-83.716
-458618.2,-85.667
-458496.1,-84.917
-458374.0,-90.513
-458252.0,-86.309
-458129.9,-83.681
-458007.8,-85.177
-457885.7,-83.179
-457763.7,-84.333
-457641.6,-84.861
-457519.5,-84.026
-457397.5,-86.627
-457275.4,-86.626
-457153.3,-83.273
-457031.2,-84.341
-456909.2,-81.862
-456787.1,-84.866
-456665.0,-84.108
-456543.0,-85.479
-456420.9,-84.693
-456298.8,-85.490
-456176.8,-83.325
-456054.7,-84.609
-455932.6,-86.194
-455810.5,-82.743
-455688.5,-84.248
-455566.4,-87.497
-455444.3,-82.706
-455322.3,-86.034
-455200.2,-87.421
-455078.1,-84.764
-454956.1,-80.978
-454834.0,-80.582
-454711.9,-82.529
-454589.8,-86.158
-454467.8,-78.449
-454345.7,-78.955
-454223.6,-83.973
-454101.6,-89.409
-453979.5,-84.751
-453857.4,-82.888
-453735.4,-84.418
-453613.3,-84.655
-453491.2,-83.216
-453369.1,-80.707
-453247.1,-81.237
-453125.0,-80.672
-453002.9,-80.422
-452880.9,-82.915
-452758.8,-84.821
-452636.7,-87.108
-452514.6,-82.897
-452392.6,-86.312
-452270.5,-84.736
-452148.4,-82.331
-452026.4,-84.016
-451904.3,-81.607
-451782.2,-83.596
-451660.2,-90.653
-451538.1,-89.068
-451416.0,-85.594
-451293.9,-88.631
-451171.9,-84.637
-451049.8,-84.621
-450927.7,-85.425
-450805.7,-83.292
-450683.6,-80.210
-450561.5,-87.046
-450439.5,-82.119
-450317.4,-86.062
-450195.3,-89.810
-450073.2,-85.868
-449951.2,-81.788
-449829.1,-89.438
-449707.0,-81.101
-449585.0,-80.185
-449462.9,-80.060
-449340.8,-83.233
-449218.8,-85.386
-449096.7,-85.648
-448974.6,-84.331
-448852.5,-85.824
-448730.5,-84.361
-448608.4,-83.823
-448486.3,-83.925
-448364.3,-86.688
-448242.2,-80.407
-448120.1,-80.656
-447998.0,-82.745
-447876.0,-84.684
-447753.9,-87.593
-447631.8,-85.086
-447509.8,-88.199
-447387.7,-85.372
-447265.6,-83.744
-447143.6,-86.105
-447021.5,-86.755
-446899.4,-83.020
-446777.3,-81.785
-446655.3,-80.849
-446533.2,-83.794
-446411.1,-85.673
-446289.1,-84.449
-446167.0,-84.496
-446044.9,-86.710
-445922.9,-85.088
-445800.8,-82.503
-445678.7,-80.069
-445556.6,-86.129
-445434.6,-82.650
-445312.5,-81.255
-445190.4,-80.826
-445068.4,-84.743
-444946.3,-80.794
-444824.2,-77.730
-444702.1,-77.368
-444580.1,-83.615
-444458.0,-89.307
-444335.9,-84.306
-444213.9,-81.241
-444091.8,-84.274
-443969.7,-80.941
-443847.7,-78.842
-443725.6,-79.264
-443603.5,-81.164
-443481.4,-81.413
-443359.4,-82.964
-443237.3,-84.858
-443115.2,-82.917
-442993.2,-79.889
-442871.1,-82.617
-442749.0,-84.136
-442627.0,-79.966
-442504.9,-81.758
-442382.8,-81.657
-442260.7,-84.763
-442138.7,-87.849
-442016.6,-85.317
-441894.5,-79.536
-441772.5,-80.370
-441650.4,-78.890
-441528.3,-78.925
-441406.2,-79.888
-441284.2,-84.081
-441162.1,-86.075
-441040.0,-80.938
-440918.0,-77.238
-440795.9,-81.367
-440673.8,-79.352
-440551.8,-79.916
-440429.7,-77.990
-440307.6,-81.010
-440185.5,-83.754
-440063.5,-81.148
-439941.4,-77.767
-439819.3,-82.275
-439697.3,-79.928
-439575.2,-81.397
-439453.1,-82.829
-439331.1,-83.423
-439209.0,-81.610
-439086.9,-80.925
-438964.8,-80.649
-438842.8,-82.795
-438720.7,-78.839
-438598.6,-78.435
-438476.6,-77.176
-438354.5,-85.049
-438232.4,-83.102
-438110.4,-80.995
-437988.3,-81.621
-437866.2,-83.458
-437744.1,-82.019
-437622.1,-78.788
-437500.0,-80.367
-437377.9,-86.568
-437255.9,-82.599
-437133.8,-76.496
-437011.7,-78.840
-436889.6,-85.662
-436767.6,-81.934
-436645.5,-74.229
-436523.4,-76.466
-436401.4,-81.127
-436279.3,-78.894
-436157.2,-75.267
-436035.2,-78.656
-435913.1,-84.114
-435791.0,-79.837
-435668.9,-74.542
-435546.9,-79.033
-435424.8,-86.910
-435302.7,-83.590
-435180.7,-80.732
-435058.6,-83.625
-434936.5,-81.045
-434814.5,-80.287
-434692.4,-80.393
-434570.3,-81.975
-434448.2,-84.057
-434326.2,-82.370
-434204.1,-80.285
-434082.0,-83.705
-433960.0,-85.671
-433837.9,-80.748
-433715.8,-79.721
-433593.8,-84.652
-433471.7,-84.466
-433349.6,-78.282
-433227.5,-78.322
-433105.5,-85.366
-432983.4,-82.584
-432861.3,-79.665
-432739.3,-80.188
-432617.2,-86.553
-432495.1,-85.063
-432373.0,-79.580
-432251.0,-80.320
-432128.9,-86.060
-432006.8,-82.731
-431884.8,-76.708
-431762.7,-78.533
-431640.6,-80.835
-431518.6,-81.186
-431396.5,-73.727
-431274.4,-76.058
-431152.3,-83.401
-431030.3,-82.204
-430908.2,-76.544
-430786.1,-79.234
-430664.1,-80.221
-430542.0,-79.319
-430419.9,-79.016
-430297.9,-80.760
-430175.8,-84.178
-430053.7,-80.901
-429931.6,-81.860
-429809.6,-85.308
-429687.5,-82.531
-429565.4,-81.601
-429443.4,-79.023
-429321.3,-83.882
-429199.2,-84.234
-429077.1,-79.490
-428955.1,-77.307
-428833.0,-82.155
-428710.9,-82.360
-428588.9,-77.255
-428466.8,-76.059
-428344.7,-80.949
-428222.7,-83.185
-428100.6,-75.628
-427978.5,-75.239
-427856.4,-83.413
-427734.4,-81.484
-427612.3,-77.076
-427490.2,-78.470
-427368.2,-83.434
-427246.1,-81.285
-427124.0,-73.626
-427002.0,-74.432
-426879.9,-82.559
-426757.8,-79.777
-426635.7,-72.980
-426513.7,-74.459
-426391.6,-80.097
-426269.5,-78.505
-426147.5,-73.346
-426025.4,-75.750
-425903.3,-85.235
-425781.2,-77.767
-425659.2,-71.606
-425537.1,-74.874
-425415.0,-82.041
-425293.0,-77.068
-425170.9,-74.944
-425048.8,-78.965
-424926.8,-78.410
-424804.7,-77.569
-424682.6,-73.484
-424560.5,-76.913
-424438.5,-79.824
-424316.4,-76.170
-424194.3,-76.428
-424072.3,-81.477
-423950.2,-79.216
-423828.1,-74.579
-423706.1,-71.947
-423584.0,-78.122
-423461.9,-81.962
-423339.8,-76.140
-423217.8,-74.928
-423095.7,-81.777
-422973.6,-79.095
-422851.6,-74.625
-422729.5,-74.668
-422607.4,-80.719
-422485.4,-79.029
-422363.3,-69.801
-422241.2,-69.738
-422119.1,-78.282
-421997.1,-77.632
-421875.0,-72.659
-421752.9,-74.374
-421630.9,-81.397
-421508.8,-78.892
-421386.7,-71.525
-421264.6,-73.174
-421142.6,-82.416
-421020.5,-77.137
-420898.4,-68.928
-420776.4,-71.247
-420654.3,-81.856
-420532.2,-74.235
-420410.2,-65.803
-420288.1,-68.564
-420166.0,-77.751
-420043.9,-77.427
-419921.9,-72.524
-419799.8,-75.356
-419677.7,-79.675
-419555.7,-74.976
-419433.6,-70.000
-419311.5,-74.899
-419189.5,-78.184
-419067.4,-74.469
-418945.3,-69.839
-418823.2,-75.286
-418701.2,-82.995
-418579.1,-78.168
-418457.0,-74.426
-418335.0,-78.118
-418212.9,-77.818
-418090.8,-73.050
-417968.8,-71.059
-417846.7,-77.989
-417724.6,-78.892
-417602.5,-73.757
-417480.5,-73.478
-417358.4,-79.792
-417236.3,-78.880
-417114.3,-73.734
-416992.2,-73.947
-416870.1,-80.594
-416748.0,-79.831
-416626.0,-74.320
-416503.9,-74.613
-416381.8,-77.695
-416259.8,-74.135
-416137.7,-71.060
-416015.6,-72.275
-415893.6,-81.563
-415771.5,-76.296
-415649.4,-68.600
-415527.3,-70.784
-415405.3,-80.415
-415283.2,-75.522
-415161.1,-71.074
-415039.1,-75.216
-414917.0,-81.296
-414794.9,-75.098
-414672.9,-71.430
-414550.8,-76.174
-414428.7,-82.065
-414306.6,-73.442
-414184.6,-68.841
-414062.5,-73.955
-413940.4,-82.157
-413818.4,-71.489
-413696.3,-66.658
-413574.2,-72.401
-413452.1,-81.146
-413330.1,-70.162
-413208.0,-66.426
-413085.9,-72.626
-412963.9,-78.653
-412841.8,-71.839
-412719.7,-70.733
-412597.7,-77.923
-412475.6,-79.671
-412353.5,-68.929
-412231.4,-67.081
-412109.4,-75.670
-411987.3,-79.020
-411865.2,-70.739
-411743.2,-70.293
-411621.1,-78.458
-411499.0,-78.292
-411377.0,-67.076
-411254.9,-66.410
-411132.8,-77.040
-411010.7,-77.043
-410888.7,-68.631
-410766.6,-68.859
-410644.5,-77.188
-410522.5,-76.631
-410400.4,-68.059
-410278.3,-69.266
-410156.2,-79.066
-410034.2,-76.067
-409912.1,-69.228
-409790.0,-71.303
-409668.0,-79.461
-409545.9,-75.385
-409423.8,-71.275
-409301.8,-73.608
-409179.7,-78.598
-409057.6,-74.966
-408935.5,-69.646
-408813.5,-73.488
-408691.4,-80.714
-408569.3,-75.400
-408447.3,-72.043
-408325.2,-75.757
-408203.1,-77.885
-408081.1,-73.169
-407959.0,-69.952
-407836.9,-74.962
-407714.8,-78.982
-407592.8,-72.462
-407470.7,-71.218
-407348.6,-77.028
-407226.6,-78.541
-407104.5,-71.099
-406982.4,-70.294
-406860.4,-77.751
-406738.3,-76.723
-406616.2,-70.521
-406494.1,-71.991
-406372.1,-79.039
-406250.0,-76.878
-406127.9,-68.694
-406005.9,-69.825
-405883.8,-78.398
-405761.7,-75.873
-405639.6,-66.562
-405517.6,-67.116
-405395.5,-77.509
-405273.4,-74.794
-405151.4,-68.176
-405029.3,-69.404
-404907.2,-75.887
-404785.2,-72.324
-404663.1,-66.108
-404541.0,-68.025
-404418.9,-77.273
-404296.9,-73.488
-404174.8,-66.709
-404052.7,-69.417
-403930.7,-79.042
-403808.6,-75.409
-403686.5,-71.627
-403564.5,-74.248
-403442.4,-78.759
-403320.3,-74.243
-403198.2,-72.153
-403076.2,-76.402
-402954.1,-78.415
-402832.0,-70.989
-402710.0,-69.924
-402587.9,-75.597
-402465.8,-79.078
-402343.8,-70.186
-402221.7,-68.591
-402099.6,-75.163
-401977.5,-75.151
-401855.5,-69.227
-401733.4,-68.983
-401611.3,-75.957
-401489.3,-75.215
-401367.2,-67.216
-401245.1,-67.863
-401123.0,-77.749
-401001.0,-76.053
-400878.9,-64.952
-400756.8,-64.540
-400634.8,-75.060
-400512.7,-76.346
-400390.6,-67.395
-400268.6,-67.571
-400146.5,-77.203
-400024.4,-73.884
-399902.3,-64.905
-399780.3,-65.976
-399658.2,-76.022
-399536.1,-72.065
-399414.1,-64.319
-399292.0,-66.036
-399169.9,-77.811
-399047.9,-75.134
-398925.8,-68.943
-398803.7,-70.892
-398681.6,-77.334
-398559.6,-74.340
-398437.5,-68.735
-398315.4,-72.196
-398193.4,-78.811
-398071.3,-71.012
-397949.2,-67.545
-397827.1,-72.440
-397705.1,-78.400
-397583.0,-69.279
-397460.9,-66.569
-397338.9,-72.648
-397216.8,-78.474
-397094.7,-71.258
-396972.7,-69.000
-396850.6,-74.713
-396728.5,-78.705
-396606.4,-70.118
-396484.4,-68.466
-396362.3,-75.091
-396240.2,-76.508
-396118.2,-65.736
-395996.1,-64.217
-395874.0,-73.068
-395752.0,-74.978
-395629.9,-66.168
-395507.8,-66.412
-395385.7,-74.675
-395263.7,-73.804
-395141.6,-66.988
-395019.5,-69.129
-394897.5,-78.068
-394775.4,-74.558
-394653.3,-65.588
-394531.2,-66.880
-394409.2,-77.983
-394287.1,-73.236
-394165.0,-64.910
-394043.0,-66.307
-393920.9,-76.880
-393798.8,-71.950
-393676.8,-64.423
-393554.7,-66.726
-393432.6,-76.516
-393310.5,-72.015
-393188.5,-66.124
-393066.4,-69.799
-392944.3,-79.236
-392822.3,-72.237
-392700.2,-67.733
-392578.1,-72.096
-392456.1,-80.005
-392334.0,-69.707
-392211.9,-66.951
-392089.8,-72.534
-391967.8,-77.818
-391845.7,-68.389
-391723.6,-64.948
-391601.6,-71.021
-391479.5,-77.042
-391357.4,-70.111
-391235.4,-67.963
-391113.3,-74.013
-390991.2,-77.574
-390869.1,-68.152
-390747.1,-65.975
-390625.0,-73.987
-390502.9,-79.232
-390380.9,-68.095
-390258.8,-66.033
-390136.7,-74.052
-390014.6,-76.817
-389892.6,-69.383
-389770.5,-68.891
-389648.4,-75.228
-389526.4,-74.235
-389404.3,-68.344
-389282.2,-69.864
-389160.2,-77.158
-389038.1,-75.187
-388916.0,-69.252
-388793.9,-71.134
-388671.9,-77.464
-388549.8,-75.919
-388427.7,-70.670
-388305.7,-72.602
-388183.6,-77.010
-388061.5,-72.176
-387939.5,-66.854
-387817.4,-70.321
-387695.3,-76.396
-387573.2,-69.955
-387451.2,-65.955
-387329.1,-71.208
-387207.0,-77.268
-387085.0,-70.809
-386962.9,-67.288
-386840.8,-72.847
-386718.8,-77.460
-386596.7,-71.945
-386474.6,-68.918
-386352.5,-74.294
-386230.5,-77.265
-386108.4,-68.959
-385986.3,-65.504
-385864.3,-72.089
-385742.2,-75.897
-385620.1,-67.832
-385498.0,-66.177
-385376.0,-73.544
-385253.9,-75.201
-385131.8,-67.899
-385009.8,-67.908
-384887.7,-75.807
-384765.6,-75.271
-384643.6,-69.826
-384521.5,-70.398
-384399.4,-77.156
-384277.3,-75.735
-384155.3,-68.931
-384033.2,-69.201
-383911.1,-76.412
-383789.1,-73.555
-383667.0,-66.676
-383544.9,-67.376
-383422.9,-76.540
-383300.8,-73.228
-383178.7,-69.263
-383056.6,-70.719
-382934.6,-76.833
-382812.5,-72.512
-382690.4,-70.642
-382568.4,-75.116
-382446.3,-77.053
-382324.2,-71.144
-382202.1,-67.970
-382080.1,-72.985
-381958.0,-77.943
-381835.9,-70.927
-381713.9,-69.043
-381591.8,-73.319
-381469.7,-76.267
-381347.7,-67.251
-381225.6,-66.301
-381103.5,-72.962
-380981.4,-74.145
-380859.4,-65.877
-380737.3,-64.586
-380615.2,-73.294
-380493.2,-76.274
-380371.1,-66.401
-380249.0,-65.556
-380127.0,-73.793
-380004.9,-74.603
-379882.8,-64.855
-379760.7,-64.587
-379638.7,-73.849
-379516.6,-71.782
-379394.5,-61.795
-379272.5,-62.660
-379150.4,-73.936
-379028.3,-70.990
-378906.2,-62.016
-378784.2,-63.392
-378662.1,-75.283
-378540.0,-72.454
-378418.0,-64.381
-378295.9,-65.983
-378173.8,-75.700
-378051.8,-72.197
-377929.7,-62.836
-377807.6,-64.253
-377685.5,-75.930
-377563.5,-71.927
-377441.4,-62.856
-377319.3,-64.644
-377197.3,-76.180
-377075.2,-70.671
-376953.1,-65.257
-376831.1,-68.076
-376709.0,-76.421
-376586.9,-68.654
-376464.8,-65.938
-376342.8,-71.254
-376220.7,-75.437
-376098.6,-70.935
-375976.6,-68.270
-375854.5,-72.321
-375732.4,-75.939
-375610.4,-70.706
-375488.3,-68.119
-375366.2,-71.869
-375244.1,-75.316
-375122.1,-66.388
-375000.0,-64.763
-374877.9,-71.412
-374755.9,-73.864
-374633.8,-64.368
-374511.7,-64.390
-374389.6,-73.621
-374267.6,-74.276
-374145.5,-66.301
-374023.4,-66.883
-373901.4,-74.930
-373779.3,-73.128
-373657.2,-66.147
-373535.2,-67.286
-373413.1,-74.662
-373291.0,-72.294
-373168.9,-63.729
-373046.9,-64.580
-372924.8,-74.180
-372802.7,-72.674
-372680.7,-65.272
-372558.6,-66.644
-372436.5,-74.840
-372314.5,-71.292
-372192.4,-66.630
-372070.3,-69.769
-371948.2,-76.089
-371826.2,-68.571
-371704.1,-64.303
-371582.0,-69.369
-371460.0,-76.043
-371337.9,-67.750
-371215.8,-63.875
-371093.8,-69.004
-370971.7,-74.932
-370849.6,-68.190
-370727.5,-65.261
-370605.5,-70.852
-370483.4,-74.435
-370361.3,-66.783
-370239.3,-64.454
-370117.2,-70.906
-369995.1,-74.261
-369873.0,-65.600
-369751.0,-63.885
-369628.9,-71.456
-369506.8,-74.636
-369384.8,-65.509
-369262.7,-64.475
-369140.6,-72.212
-369018.6,-72.896
-368896.5,-65.404
-368774.4,-65.659
-368652.3,-73.910
-368530.3,-71.349
-368408.2,-63.379
-368286.1,-65.124
-368164.1,-74.474
-368042.0,-68.333
-367919.9,-60.578
-367797.9,-63.201
-367675.8,-75.514
-367553.7,-70.497
-367431.6,-63.190
-367309.6,-65.617
-367187.5,-75.020
-367065.4,-68.873
-366943.4,-62.696
-366821.3,-66.156
-366699.2,-75.710
-366577.1,-68.232
-366455.1,-61.457
-366333.0,-64.626
-366210.9,-76.056
-366088.9,-69.310
-365966.8,-63.538
-365844.7,-67.022
-365722.7,-75.780
-365600.6,-68.031
-365478.5,-64.158
-365356.4,-69.512
-365234.4,-75.869
-365112.3,-65.224
-364990.2,-62.951
-364868.2,-70.138
-364746.1,-74.857
-364624.0,-63.660
-364502.0,-62.280
-364379.9,-70.187
-364257.8,-73.399
-364135.7,-64.394
-364013.7,-63.473
-363891.6,-70.967
-363769.5,-74.837
-363647.5,-65.760
-363525.4,-64.507
-363403.3,-72.744
-363281.2,-74.656
-363159.2,-65.035
-363037.1,-63.913
-362915.0,-72.577
-362793.0,-74.397
-362670.9,-66.374
-362548.8,-65.503
-362426.8,-73.241
-362304.7,-72.693
-362182.6,-67.087
-362060.5,-68.379
-361938.5,-74.636
-361816.4,-71.741
-361694.3,-66.410
-361572.3,-69.730
-361450.2,-76.648
-361328.1,-69.698
-361206.1,-64.652
-361084.0,-68.969
-360961.9,-75.915
-360839.8,-69.411
-360717.8,-65.964
-360595.7,-70.339
-360473.6,-75.167
-360351.6,-65.883
-360229.5,-62.596
-360107.4,-69.315
-359985.4,-75.021
-359863.3,-68.215
-359741.2,-64.749
-359619.1,-70.732
-359497.1,-76.315
-359375.0,-68.086
-359252.9,-65.815
-359130.9,-71.618
-359008.8,-74.179
-358886.7,-66.064
-358764.6,-64.397
-358642.6,-71.606
-358520.5,-73.371
-358398.4,-64.714
-358276.4,-64.330
-358154.3,-72.729
-358032.2,-73.263
-357910.2,-67.184
-357788.1,-67.741
-357666.0,-75.482
-357543.9,-72.687
-357421.9,-64.617
-357299.8,-66.519
-357177.7,-74.746
-357055.7,-70.625
-356933.6,-63.764
-356811.5,-65.951
-356689.5,-74.962
-356567.4,-69.923
-356445.3,-64.026
-356323.2,-67.083
-356201.2,-75.244
-356079.1,-68.894
-355957.0,-63.860
-355835.0,-68.253
-355712.9,-77.746
-355590.8,-69.839
-355468.8,-64.434
-355346.7,-68.806
-355224.6,-77.158
-355102.5,-67.421
-354980.5,-63.217
-354858.4,-68.845
-354736.3,-75.709
-354614.3,-67.349
-354492.2,-64.641
-354370.1,-70.557
-354248.0,-74.375
-354126.0,-63.577
-354003.9,-61.983
-353881.8,-70.767
-353759.8,-76.465
-353637.7,-66.344
-353515.6,-64.368
-353393.6,-71.922
-353271.5,-76.551
-353149.4,-67.244
-353027.3,-65.983
-352905.3,-72.914
-352783.2,-72.444
-352661.1,-63.146
-352539.1,-63.459
-352417.0,-73.381
-352294.9,-71.498
-352172.9,-62.878
-352050.8,-64.087
-351928.7,-74.683
-351806.6,-75.928
-351684.6,-68.573
-351562.5,-68.968
-351440.4,-76.217
-351318.4,-75.218
-351196.3,-68.021
-351074.2,-68.903
-350952.1,-75.531
-350830.1,-69.951
-350708.0,-64.412
-350585.9,-67.333
-350463.9,-75.881
-350341.8,-65.587
-350219.7,-60.639
-350097.7,-66.310
-349975.6,-76.741
-349853.5,-71.509
-349731.4,-68.115
-349609.4,-73.052
-349487.3,-77.163
-349365.2,-70.890
-349243.2,-67.752
-349121.1,-72.706
-348999.0,-75.812
-348877.0,-66.055
-348754.9,-63.025
-348632.8,-69.434
-348510.7,-75.657
-348388.7,-67.001
-348266.6,-64.829
-348144.5,-70.486
-348022.5,-73.043
-347900.4,-66.652
-347778.3,-67.120
-347656.2,-76.257
-347534.2,-74.550
-347412.1,-67.087
-347290.0,-67.405
-347168.0,-75.429
-347045.9,-72.617
-346923.8,-65.130
-346801.8,-66.075
-346679.7,-74.180
-346557.6,-72.520
-346435.5,-64.773
-346313.5,-66.677
-346191.4,-74.929
-346069.3,-69.353
-345947.3,-62.037
-345825.2,-65.838
-345703.1,-78.135
-345581.1,-68.857
-345459.0,-62.864
-345336.9,-67.263
